Column A,Column B,Column C,Column D,Column E,Column F,Column G,Column H,Column I,Column J,Column K,Column L,Column M,Column N,Column O,Column P,Column Q,Column R,Column S
Nominal A.3,Nominal B.2,Nominal C.3,1,7/13/16,7.893500458,Ordinal G.2,FALSE,0.803504162,,,869573,Ordinal M.3,TRUE,26.96697026,Nominal P.5,0.25706882,0.380074683,
Nominal A.2,Nominal B.7,Nominal C.1,2,11/23/18,-4.080043848,,FALSE,0.257164388,230491,389416,992480,,,10.2535439,Nominal P.4,0.269853546,0.750663031,1
Nominal A.5,Nominal B.4,Nominal C.3,5,10/24/20,-8.25182959,,FALSE,0.873728583,995925,,915027,,TRUE,39.25014978,,0.343901756,0.135033977,
Nominal A.5,Nominal B.5,Nominal C.1,1,11/3/16,0.626043285,,FALSE,0.790576692,531943,,,Ordinal M.3,TRUE,34.83957,,,,
Nominal A.2,Nominal B.2,Nominal C.1,2,8/27/17,2.78026835,Ordinal G.7,FALSE,0.729278679,935360,95389,675487,,TRUE,38.20290926,Nominal P.4,0.43077471,0.158897771,
Nominal A.2,Nominal B.5,Nominal C.2,7,1/26/21,-9.59013723,Ordinal G.2,FALSE,,313734,940256,512051,,TRUE,23.97364455,Nominal P.3,0.532496388,,
Nominal A.3,Nominal B.7,Nominal C.3,0,6/28/18,,Ordinal G.3,FALSE,0.030502484,705146,193374,,,TRUE,,,0.521147505,0.306210015,
Nominal A.4,,Nominal C.3,3,4/15/22,7.269612155,Ordinal G.3,FALSE,,254840,371754,652749,,TRUE,34.77410525,,0.844939146,0.175711177,
Nominal A.3,Nominal B.7,Nominal C.2,6,3/2/21,,Ordinal G.5,FALSE,0.86294541,711105,820061,48982,,,6.088358872,,0.449249706,,5
Nominal A.4,Nominal B.5,Nominal C.1,4,3/10/22,-6.830786108,Ordinal G.1,FALSE,0.349198363,646470,,510870,Ordinal M.3,FALSE,,Nominal P.1,0.606712545,0.912302785,
Nominal A.2,Nominal B.5,Nominal C.3,2,8/19/22,7.159385472,,FALSE,0.064618382,856115,16272,325567,,,18.3421572,Nominal P.6,0.846679232,,1
Nominal A.1,Nominal B.4,Nominal C.1,0,10/5/19,-7.058837845,Ordinal G.1,FALSE,0.257495838,,642638,,,TRUE,37.34168044,,0.431001794,0.522841704,8
Nominal A.5,Nominal B.5,Nominal C.2,6,9/20/16,7.307236493,,FALSE,0.578005085,,829245,690420,Ordinal M.2,,35.60842337,Nominal P.5,0.577603445,0.219704635,3
Nominal A.3,Nominal B.7,Nominal C.3,3,11/9/19,,Ordinal G.1,FALSE,,171272,,967523,,,24.71533302,Nominal P.6,0.36239874,,3
Nominal A.2,,Nominal C.3,5,6/23/20,-2.921984387,,TRUE,0.515330911,48538,866106,932014,,,22.24034708,,0.997629895,0.589989308,3
Nominal A.4,Nominal B.1,Nominal C.2,3,6/2/17,2.131649217,Ordinal G.7,FALSE,,306140,317245,109809,Ordinal M.2,,28.37636152,,0.450530639,0.828766311,4
Nominal A.5,Nominal B.3,Nominal C.1,9,3/31/17,8.053865413,Ordinal G.8,FALSE,0.876212941,399461,946785,187213,,TRUE,28.7529728,,0.952345974,0.814672649,8
Nominal A.3,Nominal B.3,Nominal C.3,8,12/7/20,7.246192109,Ordinal G.8,FALSE,0.861555534,665676,,332737,,TRUE,18.98970929,Nominal P.3,0.328019006,,
Nominal A.2,Nominal B.2,Nominal C.1,2,1/5/19,,Ordinal G.6,FALSE,0.963583459,,707669,516921,Ordinal M.3,TRUE,46.92271224,,0.780375437,0.748475831,7
Nominal A.1,Nominal B.1,Nominal C.1,7,7/16/18,7.554996314,Ordinal G.5,TRUE,,106974,910058,929329,,FALSE,33.5350327,Nominal P.3,0.008972267,0.843268973,1
Nominal A.1,Nominal B.1,Nominal C.1,0,3/13/23,-6.912793538,Ordinal G.3,FALSE,0.927089325,648449,,109631,,,40.96061287,Nominal P.4,0.24613363,0.688711203,
Nominal A.2,Nominal B.6,Nominal C.2,9,10/6/22,-5.364526885,Ordinal G.2,TRUE,,,862176,771935,,,36.89721571,Nominal P.4,0.831334809,0.135678183,2
Nominal A.3,Nominal B.7,Nominal C.1,3,5/10/21,-4.100200845,Ordinal G.3,FALSE,0.80562145,,919116,992074,,,14.0627482,Nominal P.6,0.932201522,0.733171212,
Nominal A.2,Nominal B.2,Nominal C.1,4,6/5/22,-1.539854287,Ordinal G.3,FALSE,0.871326462,385712,309950,352469,Ordinal M.1,,45.16681748,Nominal P.3,0.393137132,0.636573416,2
Nominal A.1,Nominal B.5,Nominal C.1,1,6/28/19,2.026757168,Ordinal G.3,FALSE,0.438822391,708273,363173,865646,,,21.70523945,Nominal P.3,0.949673086,0.459789236,
Nominal A.4,Nominal B.6,Nominal C.1,1,2/23/18,-7.836087351,Ordinal G.8,TRUE,,,880421,524618,,TRUE,,Nominal P.3,0.423494773,0.591637598,2
Nominal A.4,Nominal B.7,Nominal C.1,4,8/27/16,9.459937718,,FALSE,0.813729716,88551,255675,98176,,FALSE,40.07761103,Nominal P.5,0.027531741,0.07041429,3
Nominal A.4,,Nominal C.3,3,11/5/19,-2.393602786,,FALSE,0.541657152,98073,851990,7052,Ordinal M.1,,3.037130385,Nominal P.4,0.073097468,0.057469276,4
Nominal A.1,Nominal B.3,Nominal C.3,9,6/10/19,4.278197886,,FALSE,0.792230152,,790096,447398,,,0.751827606,,0.148994866,,0
Nominal A.4,Nominal B.2,Nominal C.1,4,4/29/20,-3.716813933,,FALSE,0.743545578,563431,,,Ordinal M.2,,,Nominal P.3,0.393203,,
Nominal A.2,Nominal B.5,Nominal C.3,9,9/1/20,-0.381862178,Ordinal G.6,TRUE,,,,,,FALSE,,,0.833186786,0.278572352,8
Nominal A.3,,Nominal C.3,1,6/18/23,-0.774718009,Ordinal G.2,FALSE,,,385184,392984,,,39.04614585,Nominal P.3,0.044820074,0.809881483,2
Nominal A.4,Nominal B.7,Nominal C.3,2,2/4/23,3.006781947,Ordinal G.8,TRUE,,260083,668766,78634,Ordinal M.1,FALSE,16.70324436,Nominal P.2,0.603144814,,4
Nominal A.1,Nominal B.3,Nominal C.1,8,2/27/17,,,FALSE,,527651,308677,272922,Ordinal M.1,,11.84429747,Nominal P.2,0.294379166,0.339699695,9
Nominal A.4,Nominal B.2,Nominal C.2,6,6/19/18,,,FALSE,0.191786918,,415709,999568,,FALSE,23.666337,Nominal P.6,0.51383528,0.5258357,
Nominal A.5,Nominal B.2,Nominal C.1,6,1/14/18,4.325275743,Ordinal G.5,FALSE,0.672955054,665458,254116,32239,,FALSE,18.92944006,Nominal P.6,0.609185817,0.37363804,3
Nominal A.1,Nominal B.5,Nominal C.2,7,10/7/17,,Ordinal G.6,FALSE,,252018,,,,TRUE,17.32964032,Nominal P.1,0.393475018,,
Nominal A.2,,Nominal C.1,2,5/24/19,-2.447410887,Ordinal G.3,FALSE,0.031652615,865398,904468,686134,Ordinal M.3,,,Nominal P.1,0.186707871,0.27950747,2
Nominal A.3,Nominal B.4,Nominal C.2,7,4/2/19,,Ordinal G.3,FALSE,0.43113015,953186,931102,227843,Ordinal M.1,FALSE,23.53807065,,0.68123781,0.998399613,4
Nominal A.4,Nominal B.6,Nominal C.1,8,4/20/20,,Ordinal G.7,FALSE,0.264029272,285320,343591,373044,,TRUE,2.110057651,,0.182730448,0.049862286,6
Nominal A.1,Nominal B.1,Nominal C.3,6,9/21/18,-6.070710864,Ordinal G.2,FALSE,0.059135364,316454,38316,609743,,,,Nominal P.2,0.048115575,0.467629791,5
Nominal A.5,Nominal B.6,Nominal C.3,6,4/3/22,,Ordinal G.7,FALSE,,11125,717541,,,,9.799003074,Nominal P.6,0.450418038,0.041099381,
Nominal A.2,,Nominal C.2,4,11/17/17,4.325812267,Ordinal G.6,FALSE,0.839860291,937054,639772,,,TRUE,,,0.817139138,0.498602736,3
Nominal A.4,Nominal B.7,Nominal C.2,6,9/11/18,,,TRUE,0.039516763,,818485,204823,,,28.80645226,Nominal P.3,0.326975757,,
Nominal A.1,Nominal B.2,Nominal C.3,6,10/25/19,,,FALSE,0.387354865,503122,,214318,,FALSE,1.500490736,Nominal P.3,0.948996789,,
Nominal A.3,Nominal B.4,Nominal C.3,4,8/19/19,-5.894504742,Ordinal G.5,FALSE,,657746,325388,98997,Ordinal M.3,TRUE,6.518190567,Nominal P.2,0.268518062,0.402487369,
Nominal A.1,Nominal B.2,Nominal C.3,0,2/10/21,,Ordinal G.5,FALSE,0.07327746,170611,285900,314618,,FALSE,15.97691285,Nominal P.3,0.858397431,0.394486227,4
Nominal A.1,Nominal B.4,Nominal C.2,7,7/3/18,-5.897216838,Ordinal G.2,TRUE,,227507,328349,669962,,TRUE,26.54984215,Nominal P.4,0.149337841,0.483421846,
Nominal A.3,Nominal B.4,Nominal C.3,8,5/23/17,,Ordinal G.3,TRUE,0.017855941,650645,148319,624442,Ordinal M.3,FALSE,47.32463399,Nominal P.3,0.550909425,,7
Nominal A.2,Nominal B.4,Nominal C.2,2,6/2/17,4.669672662,Ordinal G.6,FALSE,,591226,705991,548398,,FALSE,46.23825614,Nominal P.6,0.696898445,0.961978487,9
Nominal A.3,,Nominal C.1,3,3/28/19,,Ordinal G.7,FALSE,0.045518327,979269,634418,100851,,,26.08616734,Nominal P.1,0.728257725,0.491117476,7
Nominal A.3,Nominal B.3,Nominal C.1,3,9/20/22,,Ordinal G.8,TRUE,,,545979,99061,,,31.19462141,Nominal P.1,0.52760367,0.442357165,4
Nominal A.4,Nominal B.7,Nominal C.1,0,12/29/16,7.931381113,Ordinal G.5,FALSE,0.792342639,465518,557734,691930,,,30.03657752,Nominal P.1,0.656160618,0.09754769,1
Nominal A.3,Nominal B.6,Nominal C.1,6,6/10/18,9.476393834,Ordinal G.4,FALSE,0.322034986,584297,720435,960202,,TRUE,19.30028558,Nominal P.5,,,8
Nominal A.4,Nominal B.3,Nominal C.3,8,7/30/20,9.83713087,Ordinal G.5,FALSE,0.453426715,,640991,,Ordinal M.3,TRUE,,Nominal P.6,0.832675646,0.531474345,8
Nominal A.5,Nominal B.5,Nominal C.1,8,1/30/20,-3.436169718,Ordinal G.8,FALSE,0.964510545,781448,,654666,,,32.25495682,Nominal P.1,0.558329546,,6
Nominal A.4,Nominal B.7,Nominal C.1,3,10/24/20,-5.441596234,,TRUE,0.812311799,310642,170053,,,TRUE,42.58982952,Nominal P.5,0.584833934,,
Nominal A.4,Nominal B.1,Nominal C.3,3,8/17/19,9.250726171,,FALSE,,830786,28306,878121,,FALSE,,Nominal P.2,0.9825841,0.826404502,
Nominal A.4,Nominal B.4,Nominal C.1,2,7/31/19,3.753494087,Ordinal G.2,TRUE,0.087282003,98707,492371,775437,Ordinal M.4,TRUE,20.94011452,,0.659507124,,
Nominal A.4,Nominal B.2,Nominal C.1,1,6/30/20,-2.968533857,Ordinal G.3,FALSE,0.776864447,260359,219217,,,TRUE,12.14487509,Nominal P.4,0.943021157,0.065628085,
Nominal A.2,Nominal B.3,Nominal C.3,0,1/17/23,,Ordinal G.6,TRUE,0.546114773,292203,,1451,,,7.381401824,Nominal P.2,0.24652486,0.432496604,0
Nominal A.2,Nominal B.1,Nominal C.2,0,1/26/20,,,FALSE,,780254,991526,943841,,TRUE,43.462723,,0.045294311,0.016819952,7
Nominal A.3,Nominal B.4,Nominal C.3,0,6/2/20,5.572576914,Ordinal G.6,TRUE,0.561435592,78265,866832,,Ordinal M.2,,18.16089668,Nominal P.5,0.43913206,0.799570747,2
Nominal A.4,Nominal B.5,Nominal C.1,1,5/19/21,9.089159122,,TRUE,,,355136,,,TRUE,24.9468263,,0.435587182,0.923101444,6
Nominal A.5,Nominal B.4,Nominal C.1,1,2/25/22,8.561173657,Ordinal G.8,FALSE,0.007795395,455938,343634,489218,,,,Nominal P.1,0.353101099,0.828311913,6
Nominal A.1,Nominal B.4,Nominal C.3,5,4/8/17,,Ordinal G.8,TRUE,0.874826179,,705193,623574,,FALSE,37.91943329,,0.364375898,0.426788555,
Nominal A.3,Nominal B.3,Nominal C.2,9,11/7/16,-6.464660735,,FALSE,0.667617916,237883,647548,875286,,,20.3817324,Nominal P.6,0.256201106,,3
Nominal A.2,Nominal B.5,Nominal C.3,7,2/21/19,,Ordinal G.8,FALSE,0.259582914,947836,481007,672104,Ordinal M.3,TRUE,13.73595012,Nominal P.5,0.584616641,0.612520761,
Nominal A.4,Nominal B.4,Nominal C.3,6,12/31/22,-0.684586032,Ordinal G.2,FALSE,0.273745814,388361,343688,284325,,,46.10772055,Nominal P.6,0.017552332,0.442355037,8
Nominal A.3,Nominal B.3,Nominal C.3,0,1/24/19,-9.039921008,Ordinal G.8,FALSE,0.192023793,,988256,,,,10.05392455,,0.780898323,0.97029627,
Nominal A.3,Nominal B.7,Nominal C.2,1,2/28/17,,Ordinal G.3,FALSE,0.365957849,161312,833220,790425,Ordinal M.2,TRUE,7.246498178,Nominal P.2,0.987370846,0.431718426,3
Nominal A.5,Nominal B.5,Nominal C.2,7,3/21/20,,,FALSE,0.904746163,184853,322007,,,TRUE,,Nominal P.1,0.213368416,0.61434936,6
Nominal A.1,Nominal B.5,Nominal C.1,6,5/12/16,0.829686853,Ordinal G.4,FALSE,,716916,,315179,,,3.793347144,Nominal P.4,0.921727586,0.417704979,
Nominal A.1,Nominal B.7,Nominal C.1,9,12/19/21,4.967902617,Ordinal G.2,FALSE,,,205238,498402,Ordinal M.1,TRUE,,,0.570218253,,5
Nominal A.1,Nominal B.5,Nominal C.2,9,6/28/21,-5.827087193,,FALSE,,307745,402259,,,,33.68673728,Nominal P.6,0.001016558,0.990622534,1
Nominal A.3,Nominal B.5,Nominal C.1,3,2/27/23,-5.148957591,Ordinal G.3,TRUE,0.646004512,508246,384431,96816,Ordinal M.3,FALSE,43.1518383,Nominal P.3,0.916844312,,
Nominal A.2,Nominal B.7,Nominal C.2,3,8/19/23,,Ordinal G.8,FALSE,0.126013946,444132,893446,267276,Ordinal M.3,,19.02401814,Nominal P.1,0.609225964,0.591546259,3
Nominal A.4,Nominal B.6,Nominal C.3,1,3/27/18,-1.146407814,Ordinal G.7,FALSE,0.793031829,459542,909325,504461,,TRUE,47.46489664,Nominal P.2,0.478697928,0.616233846,9
Nominal A.2,Nominal B.2,Nominal C.2,7,9/29/19,-4.006825054,,FALSE,8.39945E-05,,694810,546887,Ordinal M.2,,20.14512933,,0.578801043,0.721811406,9
Nominal A.1,,Nominal C.2,2,12/2/16,,Ordinal G.1,FALSE,0.306248326,,,996286,,FALSE,48.83076049,Nominal P.3,0.216550645,0.012385356,
Nominal A.3,Nominal B.5,Nominal C.3,3,1/14/18,,Ordinal G.5,FALSE,,,315087,888904,,,46.98327346,,0.615968879,0.59843364,
Nominal A.5,Nominal B.7,Nominal C.2,0,8/21/19,6.279020255,Ordinal G.6,FALSE,0.255449398,474673,,40881,Ordinal M.1,,35.56010261,Nominal P.3,0.173101481,,1
Nominal A.3,Nominal B.2,Nominal C.1,9,9/16/19,-3.295569012,,FALSE,,,820240,,,TRUE,,,0.276396656,0.692476426,4
Nominal A.2,,Nominal C.1,8,1/30/18,1.004894966,Ordinal G.6,FALSE,0.797813687,668304,,991164,,FALSE,31.9214933,Nominal P.1,0.632700641,0.860395866,
Nominal A.3,Nominal B.2,Nominal C.2,5,5/10/16,,Ordinal G.3,FALSE,0.042853735,402841,762582,219017,,,4.589743969,,0.666398958,0.5834656,
Nominal A.2,Nominal B.1,Nominal C.2,4,6/8/18,1.784979278,Ordinal G.2,FALSE,,869438,76580,502714,,,44.12233804,Nominal P.2,0.905317805,,2
Nominal A.2,Nominal B.4,Nominal C.3,9,9/24/21,,,FALSE,0.283208528,518921,510487,454881,Ordinal M.4,,43.94449291,Nominal P.2,0.314667912,,
Nominal A.2,Nominal B.2,Nominal C.3,7,6/10/19,-0.94740427,Ordinal G.1,TRUE,0.581935403,413,236308,647525,,,24.11792701,Nominal P.3,0.994276193,0.253225508,5
Nominal A.1,Nominal B.3,Nominal C.3,8,6/14/23,8.515367032,Ordinal G.4,TRUE,,391824,,,,FALSE,38.19738361,Nominal P.6,0.534055663,0.263175281,7
Nominal A.4,Nominal B.4,Nominal C.3,3,1/4/23,,,FALSE,0.389652345,165381,,974182,Ordinal M.2,FALSE,35.37169786,Nominal P.4,0.202488611,0.982359957,9
Nominal A.4,Nominal B.5,Nominal C.3,9,4/21/21,8.00808056,Ordinal G.8,FALSE,0.168192054,370896,,958422,,,,Nominal P.6,0.163622257,0.541470596,8
Nominal A.4,Nominal B.6,Nominal C.1,1,9/28/16,5.587245636,Ordinal G.1,FALSE,0.670936873,,,216505,,TRUE,13.5662941,Nominal P.6,0.772755957,,8
Nominal A.2,Nominal B.5,Nominal C.3,6,1/21/16,9.965561406,Ordinal G.7,TRUE,0.596374877,675363,,922059,,,36.06428447,Nominal P.2,0.112647463,0.422092688,3
Nominal A.3,Nominal B.7,Nominal C.3,8,4/21/17,-7.28939379,Ordinal G.8,FALSE,,331403,888477,567422,,TRUE,45.56198416,,0.743265188,0.856444725,8
Nominal A.5,Nominal B.6,Nominal C.1,8,3/2/19,-1.879729977,,TRUE,0.720622278,825316,424756,353046,Ordinal M.3,,0.427447271,Nominal P.6,0.803396884,,9
Nominal A.5,Nominal B.6,Nominal C.3,8,8/21/22,-9.993511277,Ordinal G.5,FALSE,,376164,245088,317287,,,31.43225194,,0.120974323,,
Nominal A.2,Nominal B.7,Nominal C.2,4,2/17/19,,Ordinal G.3,TRUE,,25466,,,,TRUE,24.66663477,Nominal P.6,0.757382304,0.92462618,
Nominal A.3,Nominal B.4,Nominal C.1,5,10/15/21,,,FALSE,0.823790317,,92190,579920,Ordinal M.4,TRUE,26.14673439,Nominal P.5,0.236441313,0.395908939,1
Nominal A.4,Nominal B.3,Nominal C.3,0,7/12/20,0.481346111,Ordinal G.2,TRUE,0.074059756,252916,589244,,,TRUE,47.33217965,Nominal P.2,0.99109797,,3
Nominal A.2,Nominal B.1,Nominal C.3,0,11/30/23,4.526216572,Ordinal G.6,TRUE,,,,286816,Ordinal M.3,TRUE,,Nominal P.1,0.698066489,0.252347603,
Nominal A.5,Nominal B.6,Nominal C.2,9,4/29/19,3.611790974,,FALSE,0.530699285,782793,,94455,Ordinal M.3,,36.32943104,Nominal P.3,0.345065348,0.304759952,0
Nominal A.4,Nominal B.4,Nominal C.3,2,1/19/23,-4.622273743,Ordinal G.6,TRUE,0.561504426,664434,344140,718355,,,,,0.928589936,,9
Nominal A.3,Nominal B.7,Nominal C.3,4,10/5/19,,Ordinal G.8,FALSE,,104511,,216190,Ordinal M.2,,38.98992834,,0.091782259,0.000908042,
Nominal A.5,Nominal B.7,Nominal C.1,8,3/30/16,4.150927106,,FALSE,0.947592763,338680,439408,516838,,FALSE,14.41322703,,0.693251044,0.971221511,5
Nominal A.2,Nominal B.6,Nominal C.1,0,11/16/16,0.647309442,Ordinal G.2,FALSE,,632230,,135849,,FALSE,,Nominal P.4,0.559364552,0.753291871,7
Nominal A.4,,Nominal C.3,2,5/1/18,6.200424516,,TRUE,,,118686,,,TRUE,,Nominal P.5,,0.705928695,
Nominal A.5,Nominal B.4,Nominal C.1,6,7/4/20,-3.351537104,,FALSE,0.802801094,510104,592477,217685,Ordinal M.2,,46.45052821,,0.734225653,0.757651507,5
Nominal A.1,Nominal B.7,Nominal C.2,8,4/25/16,,Ordinal G.8,TRUE,,,959555,178857,,,30.74884961,,0.244962326,0.730190221,
Nominal A.4,Nominal B.5,Nominal C.3,6,5/24/16,,Ordinal G.1,FALSE,,783202,636560,708363,,FALSE,39.81079328,Nominal P.6,0.742569815,0.321144916,
Nominal A.1,Nominal B.2,Nominal C.2,0,5/15/23,,,FALSE,0.031217463,,,558621,,,,,0.237885804,0.361336785,
Nominal A.4,Nominal B.2,Nominal C.3,6,12/11/17,5.120716702,,TRUE,0.233270211,714124,223008,342710,Ordinal M.3,TRUE,,Nominal P.6,0.420618311,,3
Nominal A.3,Nominal B.6,Nominal C.3,2,4/25/21,0.830813658,,TRUE,0.809273519,,,804324,Ordinal M.1,,,,0.99662665,0.574469066,5
Nominal A.5,,Nominal C.3,3,8/15/19,-9.843453732,Ordinal G.1,TRUE,0.782442037,839642,248244,469323,,FALSE,44.5108048,Nominal P.4,0.187443191,0.474610146,6
Nominal A.5,Nominal B.5,Nominal C.3,7,11/23/16,4.976987978,Ordinal G.2,FALSE,,,4791,101816,,,15.08941817,Nominal P.3,0.316715412,0.917412232,5
Nominal A.2,Nominal B.3,Nominal C.1,5,4/11/19,,Ordinal G.4,FALSE,0.868411732,812173,178525,970795,Ordinal M.2,TRUE,3.73097559,,0.705036617,,3
Nominal A.1,Nominal B.1,Nominal C.1,4,9/1/19,,Ordinal G.3,FALSE,0.405289314,26345,,724309,,,7.095248116,Nominal P.5,0.881496725,0.075102269,4
Nominal A.2,Nominal B.1,Nominal C.2,6,5/7/18,-2.819098842,,FALSE,0.152220462,587475,431347,,Ordinal M.4,,35.64760663,,0.651665045,0.165299482,
Nominal A.2,Nominal B.1,Nominal C.1,3,10/19/22,-4.561857929,,FALSE,,287779,,936886,,,48.12726057,Nominal P.2,0.554157261,0.443590151,9
Nominal A.2,Nominal B.6,Nominal C.1,0,3/31/21,0.527909767,Ordinal G.7,FALSE,0.919574775,,433673,14171,Ordinal M.2,,3.720689571,,0.958480638,,1
Nominal A.1,Nominal B.5,Nominal C.1,3,11/9/23,,,FALSE,0.349141733,,156076,865652,,,16.38747316,Nominal P.6,0.492150797,0.08000179,
Nominal A.1,Nominal B.1,Nominal C.2,6,5/7/17,-8.777228738,Ordinal G.4,FALSE,,528144,446809,636045,,FALSE,10.99091343,,0.329699475,0.253400955,8
Nominal A.2,Nominal B.7,Nominal C.3,3,8/11/19,-7.026467971,Ordinal G.6,FALSE,0.491478584,286301,,117370,Ordinal M.4,FALSE,14.91453966,Nominal P.4,0.812720142,0.152216515,
Nominal A.1,Nominal B.3,Nominal C.2,9,5/31/17,,,TRUE,0.706379393,449222,66945,546468,,,13.51739992,Nominal P.2,0.125540566,0.875899653,2
Nominal A.5,,Nominal C.1,7,9/4/18,-2.670672177,Ordinal G.2,FALSE,0.012523913,,620359,392023,,,37.96328686,,0.631568344,0.175173963,8
Nominal A.4,Nominal B.2,Nominal C.3,0,7/7/19,3.934588454,,FALSE,,717904,303245,294459,,FALSE,,,0.295146245,0.032229892,
Nominal A.3,Nominal B.7,Nominal C.2,9,2/24/18,7.741033465,Ordinal G.7,FALSE,0.40073834,133893,248034,864818,,,33.26577933,Nominal P.1,0.672996451,0.7282239,
Nominal A.4,Nominal B.2,Nominal C.3,8,11/28/19,8.717842359,Ordinal G.5,FALSE,0.968283388,975751,475417,224080,,TRUE,38.19659857,Nominal P.4,0.568383761,,0
Nominal A.4,,Nominal C.3,0,5/24/20,3.524527374,,FALSE,0.24846054,378849,456412,,Ordinal M.4,FALSE,35.77306441,,0.97446543,0.078833742,
Nominal A.5,Nominal B.4,Nominal C.2,3,5/11/23,1.189155921,,FALSE,0.253421677,194615,136771,935631,Ordinal M.1,TRUE,28.87889041,,0.892620017,0.03778726,7
Nominal A.1,Nominal B.6,Nominal C.2,5,4/26/23,-6.460483327,Ordinal G.4,TRUE,,,9871,897788,,FALSE,34.72497093,,0.890405758,0.500268983,
Nominal A.5,Nominal B.2,Nominal C.3,2,7/5/18,-4.081924285,Ordinal G.1,TRUE,0.339983228,179545,970742,345591,,TRUE,48.31012273,,0.779469558,0.332049844,
Nominal A.5,Nominal B.7,Nominal C.1,3,7/2/21,-8.567572056,,FALSE,0.577094641,9190,,636811,,,20.44640849,Nominal P.4,0.818213439,0.305936093,
Nominal A.4,Nominal B.3,Nominal C.2,3,9/8/21,,Ordinal G.6,FALSE,0.963013185,864998,589900,243459,Ordinal M.3,,39.12484076,Nominal P.2,,0.386822442,
Nominal A.3,Nominal B.6,Nominal C.2,4,8/6/22,,Ordinal G.7,FALSE,,363296,,,,,15.47730311,Nominal P.6,0.013130565,,3
Nominal A.1,Nominal B.7,Nominal C.3,6,7/17/19,3.819989678,Ordinal G.1,TRUE,0.698302129,535940,126441,913168,,FALSE,17.71419673,Nominal P.1,0.825984865,,
Nominal A.4,Nominal B.6,Nominal C.1,8,12/28/18,-4.291408756,,FALSE,,274972,,832633,Ordinal M.2,,16.71757408,,0.722630962,0.087449624,2
Nominal A.1,Nominal B.1,Nominal C.3,0,11/8/22,,,FALSE,0.054432672,,13492,431339,Ordinal M.2,,29.18855358,Nominal P.6,0.373481011,0.151474316,0
Nominal A.5,Nominal B.4,Nominal C.2,1,9/10/16,2.70027463,,FALSE,,149938,,784937,Ordinal M.3,,31.51843884,,0.455734897,0.036746051,
Nominal A.4,Nominal B.3,Nominal C.1,0,5/15/21,8.162373637,,FALSE,0.689486378,,653536,384228,,,29.7053414,Nominal P.4,0.623717425,0.453860199,3
Nominal A.5,Nominal B.2,Nominal C.3,8,3/1/20,8.169324506,Ordinal G.4,FALSE,0.194440824,484826,917584,522342,Ordinal M.4,,7.979932972,Nominal P.3,0.830790885,0.683781451,
Nominal A.3,Nominal B.1,Nominal C.3,3,1/18/22,-5.259570982,Ordinal G.8,FALSE,,406031,43365,504433,,,32.06032265,Nominal P.1,0.19510067,0.483468619,
Nominal A.1,Nominal B.1,Nominal C.1,7,3/28/23,,,FALSE,0.665879678,280838,933589,111126,,,7.979647572,,0.737654893,0.070155706,
Nominal A.1,Nominal B.6,Nominal C.2,7,8/23/23,-9.127687777,,FALSE,,486179,123243,,Ordinal M.3,,27.41006376,,0.491503455,,
Nominal A.5,Nominal B.6,Nominal C.2,0,10/4/16,-2.707468693,Ordinal G.5,FALSE,0.33720428,,,,,FALSE,,Nominal P.2,0.235477419,,6
Nominal A.3,Nominal B.2,Nominal C.3,8,5/3/21,,Ordinal G.1,FALSE,0.247036506,,,377822,,,,Nominal P.2,0.86761389,,7
Nominal A.3,Nominal B.6,Nominal C.1,8,3/26/17,5.030009792,Ordinal G.5,TRUE,,,104766,,Ordinal M.3,,21.76952685,,0.240959929,0.450733535,
Nominal A.5,Nominal B.6,Nominal C.2,6,10/7/21,2.943786368,,FALSE,0.841371718,855746,75037,976544,,FALSE,47.90086692,Nominal P.3,0.996039868,,6
Nominal A.3,,Nominal C.3,4,4/13/23,-5.242809673,Ordinal G.3,FALSE,,,109540,,,,18.06347459,Nominal P.2,0.348661751,0.149249068,
Nominal A.5,Nominal B.2,Nominal C.3,6,1/2/16,,,FALSE,,254125,,503605,,,10.0650804,Nominal P.6,0.42969813,0.022609366,
Nominal A.2,Nominal B.7,Nominal C.2,3,11/10/23,4.096401649,Ordinal G.8,FALSE,0.343275234,,727297,571409,,,39.27031731,,,,6
Nominal A.4,Nominal B.4,Nominal C.1,2,12/14/19,-1.732293389,,FALSE,0.504775674,918797,207346,630922,,,38.22262176,,0.764329903,0.551615528,
Nominal A.4,Nominal B.7,Nominal C.1,3,10/10/21,0.057071786,Ordinal G.4,TRUE,0.958721274,865866,,289423,,FALSE,36.84642919,Nominal P.1,0.743978429,0.032590889,
Nominal A.2,Nominal B.1,Nominal C.2,5,8/23/23,1.018444928,Ordinal G.5,FALSE,0.017633739,789247,281853,236034,,FALSE,1.911388838,Nominal P.3,0.536667883,0.245425407,9
Nominal A.5,Nominal B.4,Nominal C.3,8,2/13/17,2.336920612,Ordinal G.5,FALSE,,,464495,362351,,,32.49662464,,0.804395171,0.951678793,6
Nominal A.5,,Nominal C.2,1,9/6/21,-3.36115646,Ordinal G.3,FALSE,0.322763643,135099,122850,124861,Ordinal M.4,,,Nominal P.6,0.936444629,0.27549401,3
Nominal A.2,Nominal B.5,Nominal C.2,1,1/9/21,9.304626025,Ordinal G.3,FALSE,0.5560861,333770,147094,726026,,FALSE,24.95653421,,0.435548119,,5
